morpheme;variant;key;type;transitivity;nature;number;compositionRoot;plural;intransSuffix;transSuffix;antipassive;engMean;freMean;source;dialect;cf;END
maktaaq;;1;n;;;;;;;;;skin of white whale or beluga;peau de baleine blanche ou béluga;;;;.
maktak;;1;n;;;;;;;;;skin of Greenland whale;peau de baleine boréale;;;;.
malatu;;1;n;;zoo;;;;;;;midget species of jar seal;espèce naine de phoque annelé;;;;.
malliq;;1;n;;;;;;;;;wave;vague;;;;.
mamaaq;;1;n;;;;;;;;;dandruff;pellicule;;;;.
mamaut;;1;n;;ana;;;;;;;animal teat;tétine d'un animal;;;;.
mamik;;1;n;;;;;;;;;leather side of animal skin;côté cuir d'une peau d'animal;;;;.
manaq;;1;n;;;;;;;;;baited fish-line left in a fish-hole;ligne à pêche appâtée laissée dans le trou;;;;.
mangitaq;;1;n;;;;;;;;;table;table;;;;.
maniq;;1;n;;;;;;;;;moss used for wick of stone lamp;mousse utilisée comme mèche de lampe de pierre;;;;.
maniraq;maniqqaq;1;n;;;;;;;;;the ground;;;;;
manngiq;;1;n;;;;;;;;;rust;;;;;
mannguq;;1;n;;ana;;;;;;;root of hair, tooth, plant, etc.;racine des cheveux, d'une dent, d'une plante, etc.;;;;.
mannik;;1;n;;;;;;;;;egg;oeuf;;;;.
manu;;1;n;;;;;;;;;part of garment under chin;;;;;
manuaq;;1;n;;;;;;;;;door sill;seuil de porte;;;;.
mapsak;;1;n;;ana;;;;;;;spleen;rate;;;;.
maquk;;1;n;;;;;;;;;rain;pluie;;;;.
maraq;marraq;1;n;;;;;;;;;clay;argile;;;;.
marniq;;1;n;;;;;;;;;pus;pus;;;;.
marru;;1;n;;nb;;;;;;;"root conveying the idea of ""two""";racine véhiculant l'idée de 'deux';;;;.
masak;;1;n;;;;;;;;;saturated thing;chose saturée;;;;.
masigirniq;;1;n;;;;;;;;;glare ice;glace éblouissante;;;;.
masik;;1;n;;;;;;;;;fish gill;ouïe, branchie de poisson;;;;.
matna;;1;e;;;;;;;;;thank you [Padl.];merci [Padl.];;;;.
mattut;;1;n;;;;;;;;;applied bandage;bandage appliqué;;;;.
matu;;1;n;;;;;;;;;lid;;;;;
mauja;;1;n;;;;;;;;;deep soft snow;neige molle profonde;;;;.
maujaraq;;1;n;;;;;;;;;small ice span;petit espace de glace;;;;.
mauna;;1;a;;;;;;;;;by here or through here;par ici;;;;.
maunak;;1;n;;ana;;;;;;;whorl or mark on skin of finter-tips;;;;;
mik&iaq;;1;n;;ana;;;;;;;umbilical cord;cordon ombélical;;;;.
miksa;miksi;1;n;;;;;;;;;the close or near side of s.t.;le côté rapproché de qqch.;;;;.
milak;;1;n;;;;;;;;;spot on animal's skin;tache sur la peau d'un animal;;;;.
mimiq;;1;n;;;;;;;;;single hind or quarter of meat;viande provenant de la cuisse d'un animal;;;;.
minaq;;1;n;;;;;;;;;gift, object to keep for your family;;;;;
minguk;;1;n;;;;;;;;;(1) slime (2) poisonous black lake squirmer;(1) vase;;;;
minnguq;;1;n;;zoo;;;;;;;land beetle;scarabée terrestre;;;;.
mipku;;1;n;;;;;;;;;dried meat;viande séchée;;;;.
miqquq;;1;n;;;;;;;;;hair (not on the head);;;;;
miqqut;;1;n;;;;;;;;;sewing needle;;;;;
miriaq;;1;n;;;;;;;;;vomit;vomissement;;;;
mirpik;;1;n;;ana;;;;;;;fleshy section of waist just below ribs and just above hip-bones [WCHB];partie charnue de la taille entre les côtes et les hanches [côte ouest de Baie d'Hudson];;;;.
mitiq;;1;n;;zoo;;;;;;;common eider duck;canard eider commun;;;;.
mituk;;1;n;;;;;;;;;small particles of snow or ice on a confined space of water;petites particules de neige ou de glace dans un espace d'eau restreint;;;;.
mukpaujaq;;1;n;;;;;;;;;bread;;;;;
mulik;;1;n;;ana;;;;;;;nipple;;;;;
naakka;;1;a;;;;;;;;;no [WCHB;;;;;
naaq;;1;n;;ana;;;;;;;belly;;;;;
nabguaq;;2;n;;;;;;;;;finger ring;anneau (qu'on porte au doigt);;;;.
nabluk;;1;n;;ana;;;;;;;knee joint;articulation du genou;;;;.
nagajjauq;;1;n;;;;;;;;;Monday;lundi;;;;.
naggai;;1;a;;;;;;;;;no [Ungava];non [Ungava];;;;.
nagjuk;;1;n;;;;;;;;;animal horn;corne d'animal;;;;.
nagvaaq;;1;n;;;;;;;;;a find;;;;;
najak;;1;n;;;;;;;;;(1) sister of a man (2) nun;;;;;
najangaq;;1;n;;;;;;;;;midget species of jar seal;espèce naine de phoque annelé;;;;.
nakasuk;;1;n;;ana;;;;;;;bladder;vessie;;;;.
nakataq;;1;n;;;;;;;;;standing marker;jalon vertical, balise verticale;;;;.
nakturalik;nakturaligjuaq;1;n;;zoo;;;;;;;sea eagle;aigle de mer;;;;.
nala;;1;n;;;;;;;;;direct line or location in direct line to a fixed point in relation to the viewer or speaker;ligne droite;;;;
nalluq;;1;n;;;;;;;;;lake ford (for caribou);gué dans un lac (pour le caribou);;;;.
naluaq;;1;n;;;;;;;;;sealskin bleached white by wind and frost;peau de phoque blanchie par le vent et le gel;;;;.
nangminiq;;1;n;;;;;;;;;(1) self;;;;;
naniriaq;;1;n;;;;;;;;;animal trap [Natt.];trappe à animal [Natt.];;;;.
nanuq;;1;n;;zoo;;;;;;;polar bear;ours polaire;;;;.
napguaq;;1;n;;ana;;;;;;;(1) joint;;;;;
nappaq;;1;n;;;;;;;;;half of s.t.;moitié de qqch.;;;;.
napu;;1;n;;;;;;;;;sled cross-bar;barre transversale d'un traîneau;;;;.
naqquq;;1;n;;;;;;;;;arrow head;tête de flèche;;;;.
naqut;;1;n;;;;;;;;;lashing;;;;;
nariaq;;1;n;;;;;;;;;bait for animal trap;appât pour une trappe à animal;;;;.
narsaq;;1;n;;;;;;;;;valley;vallée;;;;.
nasaq;;3;n;;;;;;;;;hood;;;;;
nataaq;;1;n;;;;;;;;;tray;;;;;
nataqquq;nataqqulaaq;1;n;;ana;;;;;;;cartilage;;;;;
nataqurnak;;1;n;;;;;;;;;hailstone;grêlon;;;;.
natiq;;1;n;;;;;;;;;floor;plancher;;;;.
nattiq;;1;n;;zoo;;;;;;;jar or harbour seal;phoque annelé ou phoque commun;;;;.
nauja;;1;n;;zoo;;;;;;;sea gull;;;;;
nauk;;2;a;;int;;;;;;;where (when searching for s.t.);où (lorsqu'on cherche qqch.);;;;.
nauk;;1;a;;;;;;;;;no;non;;;;.
niangaak;;1;e;;;;;;;;;"exclamation: ""I'm jealous!"" [S. Baffin]";"exclamation: ""Je suis jaloux!"" [Terre de Baffin sud]";;;;.
niaquq;;2;n;;;;;;;;;primus-stove burner;brûleur de réchaud de camping;;;;.
niaquq;;1;n;;ana;;;;;;;head;tête;;;;.
nigaq;;1;n;;;;;;;;;snare;;;;;
niggiq;;1;n;;;;;;;;;the south-east;;;;;
nigjak;;1;n;;;;;;;;;fringe;;;;;
nigjuk;;1;n;;zoo;;;;;;;small red-brown earth spider of barren lands;petite araignée terrestre brun-rouge de la toundra;;;;.
nikku;;1;n;;;;;;;;;dried meat;viande séchée;;;;.
nikpaaq;;1;n;;;;;;;;;seal-hole or breathing-hole which is hunted at;trou de phoque ou autre animal où l'on chasse;;;;.
niksik;;1;n;;;;;;;;;(1) hook (2) harness snap [Padl.];(1) crochet (2) bouton de harnais [Padl.];;;;.
nilak;;1;n;;;;;;;;;fresh-water ice;;;;;
nimiq;;1;n;;;;;;;;;rope or line for binding or coiling around s.t.;corde ou ligne pour lier ou enrouler autour de qqch.;;;;.
ningau;;1;n;;;;;;;;;(1) son-in-law;;;;;
ningiuq;;1;n;;;;;;;;;old woman;vieille femme;;;;.
nipi;nipa;1;n;;;;;;;;;(1) sound;;;;;
niqi;;1;n;;;;;;;;;(1) food (2) bodily flesh;(1) nourriture (2) chair;;;;.
nirjut;;1;n;;zoo;;;;;;;game animal or bird;gibier - animal ou oiseau;;;;.
nirliq;;1;n;;zoo;;;;;;;Canada goose;oie du Canada;;;;.
nirnat;;1;n;;bot;p;;;;;;reindeer moss;lichen;;;;.
nirpik;;1;n;;ana;;;;;;;fleshy section of waist just below ribs and just above hip-bones;;;;;
niru;;1;n;;;;;;;;;entrance, opening of s.t.;entrée;;;;
niruqaq;;1;n;;;;;;;;;contents of a caribou stomach;contenu de l'estomac d'un caribou;;;;.
niu;niuk;1;n;;ana;;;;;;;leg;jambe;;;;
niviarsaaq;;1;n;;;;;;;;;young girl [WCHB];jeune fille [côte ouest de la Baie d'Hudson];;;;.
niviuvaq;;1;n;;zoo;;;;;;;house fly;;;;;
nua;;1;n;;;;;;;;;woman's nephew or niece;neveu ou nièce d'une femme;;;;.
nuiq;;1;n;;;;;;;;;small spear or bird dart [S. Baffin];petite lance ou fléchette pour oiseau [Terre de Baffin sud];;;;.
nujaq;;1;n;;ana;;;;;;;hair of the head;cheveu de la tête;;;;.
nukaq;;1;n;;;;;;;;;younger brother of a man;;;;;
nukik;;1;n;;;;;;;;;bodily strength;force physique;;;;.
nukik;;1;n;;ana;;;;;;;sinew;;;;;
nuktaq;;1;n;;;;;;;;;crack made in brittle material by sudden force;fissure faite dans un matériau fragile, cassant par une force soudaine;;;;.
nulataq;;1;n;;;;;;;;;seal-hole which has no snow around it and which sticks out above the surface;trou de phoque sans neige autour et qui dépasse de la surface;;;;.
nuliaq;;1;n;;;;;;;;;wife;épouse;;;;.
nuluaq;;1;n;;;;;;;;;fish net;filet de pêche;;;;.
nuluq;;1;n;;ana;;;;;;;rump;;;;;
nuna;;1;n;;;;;;;;;(1) land (2) country;;;;;
nuniq;;1;n;;zoo;;;;;;;female seal;phoque femelle;;;;.
nunivakkak;;1;n;;zoo;;;;;;;barren-land mouse;souris de la toundra;;;;.
nunniq;;1;n;;;;;;;;;new ice which forms onto solid ice;nouvelle glace qui se forme sur la glace solide;;;;.
nurlu;;1;n;;;;;;;;;loop;boucle;;;;.
nurraq;;1;n;;zoo;;;;;;;fawn;faon;;;;.
nursaq;;1;n;;;;;;;;;harpoon- or spear-throwing board;qqch. pour lancer un harpon ou une lance;;;;.
nutaaq;;1;n;;;;;;;;;new thing;nouvelle chose;;;;.
nutaraq;;1;n;;;;;;;;;child;;;;;
nutibliq;;1;n;;;;;;;;;spot on skin;;;;;
nutuqqut;;1;n;;ana;;;;;;;dimple;fossette;;;;.
nuvak;;1;n;;ana;;;;;;;spit;;;;;
nuvuja;;1;n;;;;;;;;;cloud;nuage;;;;.
nuvuk;;1;n;;;;;;;;;point;;;;;
paa;;1;n;;;;;;;;;opening;;;;;
paasiniq;;1;n;;ana;;;;;;;foreskin of penis [WCHB];prépuce [côte ouest de la Baie d'Hudson];;;;.
pablu;;1;n;;;;;;;;;handle of Inuit skin drum [WCHB];poignée de tambour inuit [côte ouest de la Baie d'Hudson];;;;.
pajaq;;1;n;;;;;;;;;spirit;;;;;
paktak;;1;n;;;;;;;;;playing card [WCHB];carte à jouer [côte ouest de la Baie d'Hudson];;;;.
paktiq;;1;n;;;;;;;;;skin eruption;éruption cutanée;;;;.
palaugaaq;;1;n;;;;;;;;;cooked flour;;;;;
paliaq;;1;n;;;;;;;;;plate or platter [N. Baffin];assiette ou plat, plateau [Terre de Baffin nord];;;;.
palliq;;1;n;;;;;;;;;dead plant;;;;;
pamiuq;;1;n;;ana;;;;;;;tail;;;;;
pammakkut;;1;n;;;;;;;;;packing;;;;;
pana;;1;n;;;;;;;;;snow-knife;couteau à neige;;;;.
pangniq;;1;n;;zoo;;;;;;;bull caribou;caribou mâle;;;;.
panik;;1;n;;;;;;;;;daughter;fille (lien de parenté);;;;.
panikaq;;1;n;;;;;;;;;cup;;;;;
pannaq;;1;n;;;;;;;;;dried willow or vegetation;saule séché;;;;
papaaq;;1;n;;ana;;;;;;;placenta;placenta;;;;.
papik;;1;n;;;;;;;;;(1) birds's tail (2) square-stern canoe;(1) queue d'oiseau (2) canoë avec un arrière (poupe) carrée;;;;.
papkujaq;;1;n;;;;;;;;;table knife;couteau de table;;;;.
pati;patiq;1;n;;;;;;;;;putty;mastic;;;;.
patiq;;1;n;;ana;;;;;;;bone marrow;moëlle d'os;;;;.
patuk;;1;n;;;;;;;;;hoarfrost [WCHB;;;;;
paugaarjuk;;1;n;;;;;;;;;canoe paddle;pagaie de canoë;;;;.
paugguaq;;1;n;;;;;;;;;peg;;;;;
pauk;;1;n;;;;;;;;;soot;;;;;
paunnat;;1;n;;;;;;;;;purple saxifrage in its non-blossoming state;saxifrage pourpre hors-floraison;;;;.
paurngag;;1;n;;;;;;;;;fruit;;;;;
pi;;1;n;;;;;;;;;thing;chose;;;;.
pialaaq;;1;n;;zoo;;;;;;;birdling;;;;;
piaraq;;1;n;;zoo;;;;;;;birdling or baby bird;bébé oiseau;;;;.
piassaani;;1;n;;;;;;;;;toboggan;toboggan;;;;.
pikiu;;1;n;;;;;;;;;bird's egg;oeuf d'oiseau;;;;.
pikkaq;;1;n;;;;;;;;;adept;;;;;
pikuk;;1;n;;ana;;;;;;;section of spine between shoulder blades;;;;;
piluq;;1;n;;;;;;;;;loose hair;cheveux défaits;;;;.
pingarnaq;pingarniq;1;n;;;;;;;;;the south-west;;;;;
pingasu;;1;n;;nb;;;;;;;numeral root: three;;;;;
pinguq;;1;n;;;;;;;;;hill;;;;;
piniraq;;1;n;;;;;;;;;inner slipper;;;;;
pipikkaluamut;;1;a;;;;;;;;;due to doing so much;parce qu'on en fait trop;;;;.
pipsi;;1;n;;;;;;;;;dried fish [WCHB];poisson séché [côte ouest de la Baie d'Hudson];;;;.
piqaluujaq;;1;n;;;;;;;;;iceberg;iceberg;;;;.
piqata;;1;n;;;;;;;;;another one of the same kind;;;;;
pirniq;;1;n;;;;;;;;;crack;;;;;
pirraaq;;1;n;;;;;;;;;(1) sled-runner shoe (2) braided or plaited line or rope;(1) patin de traîneau (2) ligne ou corde tressée;;;;.
pirsiq;pirtuq;1;n;;;;;;;;;drifting snow;neige poudrante;;;;.
pirtarniq;;1;n;;ana;;;;;;;back of the knee;derrière du genou;;;;.
pirtursiraq;;1;n;;zoo;;;;;;;lynx;lynx;;;;.
piru;;1;n;;;;;;;;;weight to hold s.t. down;poids pour retenir qqch.;;;;.
pisiq;;1;n;;;;;;;;;song;chanson;;;;.
pisiti;;1;n;;;;;;;;;adept;;;;;
pitaq;;1;n;;;;;;;;;(1) hole;;;;;
pittiulaaq;;1;n;;zoo;;;;;;;arctic guillemot;;;;;
pituk;;1;n;;;;;;;;;sled tongue;attache de traîneau;;;;.
pituqqut;;1;n;;;;;;;;;charm or amulet;charme, amulette;;;;
pualuk;;1;n;;;;;;;;;mitt;mitaine;;;;.
puarrit;puarritik;1;n;;;;;;;;;shovel;pelle;;;;.
publaq;;1;n;;;;;;;;;air bubble;bulle d'air;;;;.
puja;;1;n;;;;;;;;;rancid congealed oil or grease;huile ou graisse rance congelée;;;;.
pujjuk;;1;n;;ana;;;;;;;finger-tip;bout des doigts;;;;.
pujuq;;1;n;;;;;;;;;(1) steam;;;;;
pukak;pukajaq;1;n;;;;;;;;;dry sandy snow;neige sèche sablonneuse;;;;.
pukiq;;2;n;;zoo;;;;;;;all-white caribou;;;;;
pukiq;;1;n;;;;;;;;;stripe or white marking on garment;bande ou marque blanche sur un vêtement;;;;.
pullat;;1;n;;;;;;;;;stone animal trap;trappe à animaux en pierre;;;;.
punguq;;1;n;;;;;;;;;dog in shaman's language;chien dans le langage des shaman;;;;.
punniq;;1;n;;;;;;;;;rendered deer or caribou back-fat;;;;;
pusi;;1;n;;zoo;;;;;;;cat;chat;;;;.
puttuq;;1;n;;;;;;;;;hole in boot sole;trou dans une semelle de botte;;;;.
putu;;1;n;;;;;;;;;drilled or bored hole;;;;;
puuq;;1;n;;;;;;;;;container;;;;;
puvak;;1;n;;ana;;;;;;;lung;poumon;;;;.
qaa;;1;n;;;;;;;;;top;;;;;
qagarraq;;1;n;;;;;;;;;protuberance of whale's forehead;protubérance sur la tête d'une baleine;;;;.
qaggi;;1;n;;;;;;;;;feast house;maison de festivité;;;;.
qaglulik;;1;n;;zoo;;;;;;;arctic loon;huart plongeon arctique;;;;.
qagvik;;1;n;;zoo;;;;;;;wolverine;carcajou;;;;.
qaimnguq;;1;n;;;;;;;;;ice which adheres to the shore after main body of sea ice has gone;glace qui adhère au rivage après que la glace s'est retirée;;;;.
qairtuq;;1;n;;;;;;;;;rock or granite bluff or hill;promontoire ou colline de roc ou de granite;;;;.
qairulik;;1;n;;zoo;;;;;;;harp seal;phoque du Groenland;;;;.
qajaq;;1;n;;;;;;;;;kayak or man's hunting boat;kayak ou embarcation de chasse pour l'homme;;;;.
qajuq;;1;n;;;;;;;;;gravy;;;;;
qak&i;qak&it;1;n;;ana;;;;;;;scab;croûte, escarre d'une blessure;;;;.
qak&uttuq;;1;n;;zoo;;;;;;;mallard;;;;;
qakalaaq;;1;n;;;;;;;;;child [ECHB];enfant [côte est de la Baie d'Hudson];;;;.
qakkugu;;1;a;;;;;;;;;when (in the future);quand (dans l'avenir);;;;.
qakkutikkut;;1;a;;;;;;;;;from time to time;;;;;
qalaaq;;1;n;;;;;;;;;bubble in boiling or heated liquid;bulle dans un liquide bouillant ou chauffé;;;;.
qalaasiq;;1;n;;ana;;;;;;;belly button;nombril;;;;.
qaliraq;;1;n;;;;;;;;;footstep;;;;;
qamaniq;;1;n;;;;;;;;;inland bay;;;;;
qamuraji;;1;n;;ana;;;;;;;wisdom tooth;dent de sagesse;;;;.
qamut;;1;n;;;;;;;;;"(1) sled runner (2) ""six"" in pack of playing cards";"(1) patin de traîneau (2) le ""six"" dans un paquet de cartes à jouer";;;;.
qanak;;1;n;;;;;;;;;tent upright or tent-pole;pôteau de tente;;;;.
qanga;;1;a;;;;;;;;;when (in the past);quand (dans le passé);;;;.
qangaaluk;;1;n;;;;;;;;;fine snow or frost which falls from ceiling of igloo;neige fine ou frimat qui tombe du plafond d'un iglou;;;;.
qangiaq;;1;n;;;;;;;;;man's brother's child;;;;;
qaniq;;1;n;;ana;;;;;;;mouth;bouche;;;;.
qanniq;;1;n;;;;;;;;;falling snow;neige qui tombe;;;;.
qanuq;;1;a;;;;;;;;;how;comment;;;;.
qapak;;1;n;;ana;;;;;;;foreskin of penis [Natt.];prépuce [Natt.];;;;.
qaplu;;1;n;;ana;;;;;;;eye-brow;sourcil;;;;.
qapsit;;1;n;;nb;p;qapsi;;;;;how many;combien;;;;.
qapuk;qapuaq;1;n;;;;;;;;;foam;;;;;
qaqqa;;1;n;;;;;;;;;hill;;;;;
qar&u;;1;n;;ana;;;;;;;lower lip;;;;;
qaritaq;;1;n;;ana;;;;;;;brain;cerveau;;;;.
qarjuk;;1;n;;;;;;;;;arrow;;;;;
qarlik;;1;n;;;;;;;;;pant;;;;;
qarmaq;;1;n;;;;;;;;;sod house;maison en tourbe;;;;.
qarsauq;;1;n;;zoo;;;;;;;red-throat loon;huart plongeon catmarin;;;;.
qasaagaq;;1;n;;;;;;;;;rotten fish [N. Baffin];poisson pourri [Terre de Baffin nord];;;;.
qasigiaq;;1;n;;zoo;;;;;;;ranger or fresh-water seal;phoque commun;;;;.
qatigak;;1;n;;ana;;;;;;;upper part of body;;;;;
qattaq;;1;n;;ana;;;;;;;bird's breast;poitrine d'un oiseau;;;;.
qattaq;;2;n;;;;;;;;;swing-handled pot;marmite avec une poignée flottante;;;;.
qau;;1;n;;;;;;;;;day, daylight;jour, lumière du jour;;;;.
qauq;;1;n;;ana;;;;;;;forehead;front;;;;.
qausiq;;1;n;;;;;;;;;wet;;;;;
qaviq;;1;n;;zoo;;;;;;;blue goose;petite oie des neiges;;;;.
qavirpiut;;1;n;;;;;;;;;red stripe over the eye of the willow ptarmigan;bande rouge au-dessus de l'oeil du lagopède des saules;;;;.
qavviasiaq;;1;n;;zoo;;;;;;;marten [ECHB;;;;;
qigguq;;1;n;;;;;;;;;boulder bed;;;;;
qiiq;;1;n;;ana;;;;;;;grey hair;cheveux gris;;;;.
qijuk;;1;n;;;;;;;;;wood;;;;;
qikiqqaq;;1;n;;;;;;;;;sound of footsteps, of sled runners, of hoofbeats;son produit par les pas, par le pas des animaux, par les traîneaux, etc.;;;;.
qikirtaq;;1;n;;;;;;;;;island;île;;;;.
qikkut;;1;n;;;;;;;;;plaything;;;;;
qikturiaq;;1;n;;zoo;;;;;;;mosquito;moustique;;;;.
qikuq;;1;n;;;;;;;;;stone-work or masonry;;;;;
qilak;qillak;1;n;;ana;;;;;;;(1) dome of the sky (2) heaven (3) roof of the mouth;(1) voûte du ciel (2) ciel (3) palais de la bouche;;;;.
qilalugaq;;1;n;;zoo;;;;;;;white whale or beluga [N. Baffin;;;;;
qilammik;;1;a;;;;;;;;;quickly;;;;;
qilaut;;1;n;;;;;;;;;skin-drum;tambour;;;;.
qilirpaq;;1;n;;;;;;;;;badge or insignia worn on a hat or cap;insigne portée sur une chapeau ou un casquette;;;;.
qilirsinaq;;1;n;;ana;;;;;;;gland;;;;;
qiliruq;;1;n;;;;;;;;;scar;cicatrice;;;;.
qiluaq;;2;n;;;;;;;;;drawstring;;;;;
qiluriaq;;1;n;;;;;;;;;help;;;;;
qimiaq;;1;n;;;;;;;;;(1) backing of a fish net (2) hack-saw frame (3) long tie-out chain;(1) renforcement d'un filet de pêche (2) cadre d'une scie à métaux (3) longue chaîne;;;;.
qimiarjuk;qimiujaq;1;n;;;;;;;;;esker;;;;;
qimir&uk;qimir&uaq;1;n;;ana;;;;;;;spine;;;;;
qimirut;;1;n;;;;;;;;;horizontal bar or cross-piece for tent;barre horizontale ou transversale pour la tente;;;;.
qimmiq;qingmiq;1;n;;zoo;;;;;;;dog;chien;;;;.
qimugjuk;;1;n;;;;;;;;;snow drift formed in lee of projection which tapers gradually to the ground;banc de neige formé à l'abri du vent qui descend graduellement vers le sol;;;;.
qinalugaq;;1;n;;zoo;;;;;;;white whale or beluga [WCHB];baleine blanche ou béluga [côte ouest de la Baie d'Hudson];;;;.
qingaq;;1;n;;ana;;;;;;;nose;;;;;
qingniq;;1;n;;;;;;;;;meat cache [Baffin;;;;;
qinnguq;;1;n;;ana;;;;;;;middle of forehead;;;;;
qinuk;;1;n;;;;;;;;;small particles of snow or ice on the water;petites particules de neige ou de glace dans l'eau;;;;.
qipaluaq;;1;n;;ana;;;;;;;inside corner of the eye;coin interne de l'oeil;;;;.
qipik;;1;n;;;;;;;;;blanket;;;;;
qipjaaq;;1;n;;;;;;;;;threading;filetage;;;;.
qiqquaq;;1;n;;;;;;;;;common sea-weed;algue commune;;;;.
qirpak;;1;n;;;;;;;;;cutaway or slit at sides of Inuit tunic;fente sur les côtés de la tunique inuit;;;;.
qisarruaq;;1;n;;ana;;;;;;;caribou's first stomach;premier estomac du caribou;;;;.
qisik;;1;n;;;;;;;;;seal skin;;;;;
qisuk;;1;n;;;;;;;;;(1) harness snap [WCHB;;;;;
qitiq;;1;n;;ana;;;;;;;middle of something;;;;;
qitirulliq;;1;n;;zoo;;;;;;;maggot;asticot;;;;.
qiturngaq;;1;n;;;;;;;;;child;enfant;;;;.
qiviu;;1;n;;;;;;;;;fine hair or down hair of a bird;poils fins, duvet d'oiseau;;;;.
quaniq;;1;n;;bot;;;;;;;(edible) marine plant;plante marine comestible;;;;.
quaq;;1;n;;;;;;;;;soft or liquid substance solidly frozen;substance molle ou liquide gelée solidement;;;;.
quarjuk;;1;n;;;;;;;;;ridge;;;;;
quartaq;;1;n;;zoo;;;;;;;intestinal worm;vers intestinal;;;;.
qublaniq;;1;n;;;;;;;;;crack, split in wood;fissure dans le bois;;;;.
qubvik;;1;n;;;;;;;;;tear;;;;;
qugjuk;;1;n;;zoo;;;;;;;trumpeter swan;cygne trompette;;;;.
qugjuq;;1;n;;zoo;;;;;;;pure white animal;animal d'un blanc immaculé;;;;.
quik;;1;n;;ana;;;;;;;seal's thigh;cuisse de phoque;;;;.
qujana;;1;e;;;;;;;;;"interjection: ""Never mind!""";"interjection: ""Ça ne fait rien!""";;;;
quksik;quksiq;1;n;;zoo;;;;;;;herring gull;goéland argenté;;;;.
qula;;1;n;;;;;;;;;the space above something;l'espace au-dessus de qqch.;;;;.
qulit;;1;n;;;p;;;;;;ten;dix;;;;.
qulliquliarjuk;qulliqulliarjuk;1;n;;zoo;;;;;;;kildeer;pluvier kildir;;;;.
qulusuk;;1;n;;;;;;;;;bird's back;le dos d'un oiseau;;;;.
qumak;;1;n;;zoo;;;;;;;caribou back worm or parasite;ver ou parasite du dos du caribou;;;;.
qummut;;1;a;;;;;;;;;upward;vers le haut;;;;.
qumnaaq;;1;n;;;;;;;;;large rock cleft or fissure;large crevasse rocheuse;;;;.
qungasiq;;1;n;;;;;;;;;neck;cou;;;;.
qungniq;;1;n;;;;;;;;;crack or fissure in ice;fissure dans la glace;;;;.
qupannuaq;;1;n;;zoo;;;;;;;snow bunting;;;;;
qupiqquq;;1;n;;zoo;;;;;;;maggot;;;;;
quppaq;;1;n;;;;;;;;;crack or split in wood;fissure dans le bois;;;;.
quputilik;;1;n;;;;;;;;;policeman;policier;;;;.
quqaak;;1;e;;;;;;;;;"expression of impudence used by children: ""balls!""";expression d'impudence utilisée par les enfants;;;;.
qurturaq;;1;n;;;;;;;;;front of thigh;;;;;
qurvik;;1;n;;;;;;;;;chamber pot;pot de chambre;;;;.
qutuq;;1;n;;ana;;;;;;;collar-bone;clavicule;;;;.
quvirsaq;;1;n;;ana;;;;;;;white of the eye;blanc de l'oeil;;;;.
saa;;1;n;;;;;;;;;(1) the front, the face of stationary object (2) space before the lamp in the igloo (3) table [N.Baffin];(1) le devant d'un objet stationnaire (2) l'espace devant la lampe dans un iglou (3) table [Terre de Baffin nord];;;;.
saala;;1;n;;;;;;;;;the loser;;;;;
sabgut;;1;n;;;;;;;;;long rod used as snow probe;tige longue utilisée pour vérifier la neige;;;;.
sabluutaq;;1;n;;;;;;;;;fence;;;;;
saggaq;;1;n;;zoo;;;;;;;short-haired animal;animal à poil ras;;;;.
sagliq;;1;n;;;;;;;;;thin or melting spot on ice;endroit sur la glace où la glace est mince ou fondante;;;;.
saitaq;;1;n;;;;;;;;;playing card;carte à jouer;;;;.
saki;;1;n;;;;;;;;;father-in-law;;;;;
sakiaq;;1;n;;;;;;;;;(1) man's wife's brother;;;;;
sakku;;1;n;;;;;;;;;(1) double-edged point of harpoon or spear (2) cartridge;;;;;
sakuk;;1;n;;;;;;;;;inner layer of a pelt or skin;couche interne d'une peau;;;;.
salluq;;1;n;;;;;;;;;lean or scrawny person or animal;personne ou animal mince;;;;.
sani;;1;n;;;;;;;;;side, flank of something;;;;;
saniq;;1;n;;;;;;;;;dirt accumulation on the floor;accumulation de saleté sur le plancher;;;;.
sanirarmik;;1;n;;;;;;;;;wood plane;rabot à bois;;;;.
sannalik;;1;n;;;;;;;;;coarse-cut or pipe tobacco;tabac à pipe;;;;.
sapangaq;;1;n;;;;;;;;;bead [N. Baffin];perle [Terre de Baffin nord];;;;.
saput;;1;n;;;;;;;;;fish weir;;;;;
saqqaq;;1;n;;ana;;;;;;;hollow or depression at the base of the sternum;creux ou dépression à la base du sternum;;;;.
sarliaq;;1;n;;;;;;;;;whelp;;;;;
sarpik;;1;n;;;;;;;;;tail of a whale;queue d'une baleine;;;;.
sarvaq;;1;n;;;;;;;;;rapid;;;;;
sau;;1;n;;;;;;;;;snow thrown over igloo as insulation;neige jetée sur un iglou en guise d'isolation;;;;.
saugaq;;1;n;;;;;;;;;sheep or lamb skin;peau d'agneau ou de mouton;;;;.
saulluut;;1;n;;;;;;;;;bone-pick for removing marrow from leg bones;pic en os pour enlever la moëlle des os de patte;;;;.
saumik;;1;n;;;;;;;;;left-handed person;;;;;
sauniq;;1;n;;ana;;;;;;;(1) bone;;;;;
saurraq;;1;n;;zoo;;;;;;;red phalarope;phalarope à bec large;;;;.
